"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Wang Z.; Du H.; Shu Z.; Zhou J.; Wu X.; Li Q.; Xu Y.; Feng H.; Tang X.; Qiao S.; Wang Y.; Bharath A.A.; Mic Drakakis E.","Wang, Zhou (57205654779); Du, Haochen (59238737700); Shu, Zhou (59995424000); Zhou, Jiuren (57193515930); Wu, Xiguang (60717222000); Li, Qiankun (57944313700); Xu, Yanqing (57190403242); Feng, Hanqi (60717713300); Tang, Xiaonan (58515683200); Qiao, Shushan (22939015800); Wang, Yongke (59451400900); Bharath, Anil A. (6701719807); Mic Drakakis, Emm (60717222100)","57205654779; 59238737700; 59995424000; 57193515930; 60717222000; 57944313700; 57190403242; 60717713300; 58515683200; 22939015800; 59451400900; 6701719807; 60717222100","MPE: A Power-Efficient Edge-Device Mamba Processor with Multi-Dimensional Calculation-Compression Scheme","2026","Proceedings - IEEE International Symposium on Circuits and Systems","","","","1934","1938","0","10.1109/ISCAS66217.2026.11562702","https://www.scopus.com/pages/publications/105043426875?origin=resultslist","Imperial College London, London, United Kingdom; Imperial Global Singapore, Singapore, Singapore; Shanghai Jiao Tong University, Department of Micro-Nano Electronics, China; Xidian University, School of Microelectronics, Xi'an, China; Xidian University, Hangzhou Institute of Technology, Hangzhou, China; Nanyang Technological University, Singapore, Singapore; The Chinese University of Hong Kong, Shenzhen, China; Tsinghua University, Department of Electronic Engineering, Beijing, China; Beijing Wisemaytech Co., Ltd., Beijing, China; Chinese Academy of Sciences, Institute of Microelectronics, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; University of Miami, Engineering Department, Miami, United States","Wang Z., Imperial College London, London, United Kingdom, Imperial Global Singapore, Singapore, Singapore; Du H., Shanghai Jiao Tong University, Department of Micro-Nano Electronics, China; Shu Z., Xidian University, School of Microelectronics, Xi'an, China, Xidian University, Hangzhou Institute of Technology, Hangzhou, China; Zhou J., Xidian University, School of Microelectronics, Xi'an, China, Xidian University, Hangzhou Institute of Technology, Hangzhou, China; Wu X., Xidian University, School of Microelectronics, Xi'an, China, Xidian University, Hangzhou Institute of Technology, Hangzhou, China; Li Q., Nanyang Technological University, Singapore, Singapore; Xu Y., The Chinese University of Hong Kong, Shenzhen, China; Feng H., Nanyang Technological University, Singapore, Singapore, Tsinghua University, Department of Electronic Engineering, Beijing, China; Tang X., Beijing Wisemaytech Co., Ltd., Beijing, China; Qiao S., Chinese Academy of Sciences, Institute of Microelectronics, Beijing, China, University of Chinese Academy of Sciences, Beijing, China; Wang Y., University of Miami, Engineering Department, Miami, United States; Bharath A.A., Imperial College London, London, United Kingdom, Imperial Global Singapore, Singapore, Singapore; Mic Drakakis E., Imperial College London, London, United Kingdom, Imperial Global Singapore, Singapore, Singapore","The Mamba architecture has recently emerged as a prominent neural network design, enabling the development of highly competitive large language models (LLMs) with enhanced training efficiency. However, the growing computational and energy demands of Mamba-based models during inference present significant challenges. To address this, this paper proposes an energy-efficient inference processor for Mamba models, which we term the Mamba Processing Element (MPE) containing three architectural features. Firstly, MPE uses the recurrent framework and multi-head attention mechanism to find Low-correlation Assignment Pruning Optimization (LAPO) schemes in spatial models, and further reduces the computation through in-situ computation; Secondly, MPE uses the mechanism of Spatial Multi-head Attention Similarity (SMAS) to further reduce the redundancy and repeated computation in Mamba operations by searching for alternative computations and approximation mechanisms; Thirdly, MPE designs a Dynamic Parallel Compression Quantization (DPCQ) mechanism across spatial dimensions to further improve the computation speed and hardware utilization under high-dimensional weakly correlated tokens. Using 28nm CMOS synthesis tools, the proposed processor has an area of 9.14 mm2 and a peak energy efficiency of 93.51TOPS/W, which is estimated to be 16.3 times that of the H100 graphics processing unit (GPU). © 2026 IEEE.","AI; Data-Compression; Mamba; processor","Compaction; Computational efficiency; Data compression; Energy efficiency; Image coding; In situ processing; Integrated circuit design; Memory architecture; Network architecture; Neural networks; Program processors; Compression scheme; Enhanced training; Language model; Mamba; Multi dimensional; Neural network designs; Power efficient; Processing elements; Processor; Training efficiency; Computer graphics","Z. Wang; Imperial College London, London, United Kingdom; email: zhou.wang@imperial.ac.uk","","Institute of Electrical and Electronics Engineers Inc.","02714310","979-833157769-8","PICSD","","English","Proc IEEE Int Symp Circuits Syst","Conference paper","Final","","Scopus","2-s2.0-105043426875"
"Wang L.; Yan R.; Cai M.; Xie X.; Tian Y.","Wang, Longhao (60610238300); Yan, Ruibin (58624164700); Cai, Manchun (57210170141); Xie, Xiaoran (60610238400); Tian, Yuzheng (60610238500)","60610238300; 58624164700; 57210170141; 60610238400; 60610238500","Finetune is all you need: DeepFake detection via LLM and neural network fine-tuning","2026","Signal, Image and Video Processing","20","5","289","","","0","10.1007/s11760-026-05358-7","https://www.scopus.com/pages/publications/105037443085?origin=resultslist","People’s Public Security University of China, Beijing, 100038, China","Wang L., People’s Public Security University of China, Beijing, 100038, China; Yan R., People’s Public Security University of China, Beijing, 100038, China; Cai M., People’s Public Security University of China, Beijing, 100038, China; Xie X., People’s Public Security University of China, Beijing, 100038, China; Tian Y., People’s Public Security University of China, Beijing, 100038, China","In recent years, deepfake techniques represented by Generative Adversarial Networks (GANs) have achieved the capability to generate highly realistic images and video content. This poses a serious threat to personal privacy, social discourse security, and even national security. However, most existing approaches focus heavily on network architecture design while neglecting the semantic understanding capabilities of existing models, resulting in insufficient generalization performance in complex scenarios. To address these challenges, this paper proposes a deepfake detection framework based on multi-level fine-tuning strategies. The method constructs an Encoder-Decoder architecture detection system. The encoder employs a fully parameter fine-tuned fusion model of Vision Transformer (ViT) and Visual Geometry Group Network (VGGNet) to extract global and local image features, respectively. The decoder incorporates a large language model fine-tuned via LoRA to further fuse multi-scale features and perform semantic reasoning and classification. Experiments conducted on public datasets such as FaceForensics++ and OpenForensics demonstrate that the proposed method achieves 95.7% accuracy, 99.0% validation accuracy, 96.1% recall, and an F1 score of 97.2% on the DeepFake dataset, significantly outperforming mainstream baseline models including CNN, ResNet, and Swin Transformer. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2026.","Deepfake; End-to-End Detection System; Fine-tuning; Large Language Model","Deep neural networks; Image coding; National security; Network architecture; Network security; Semantics; Signal encoding; Tuning; Visual languages; Adversarial networks; Deepfake; Detection system; End to end; End-to-end detection system; Fine tuning; Language model; Large language model; Neural-networks; Realistic images; Decoding","M. Cai; People’s Public Security University of China, Beijing, 100038, China; email: caimanchun@ppsuc.edu.cn","","Springer Science and Business Media Deutschland GmbH","18631703","","","","English","Signal Image Video Process.","Article","Final","","Scopus","2-s2.0-105037443085"
"Nkoro E.; Liao W.; Qian C.; Yu W.","Nkoro, Ebuka (57991648500); Liao, Weixian (56378517500); Qian, Cheng (57209856649); Yu, Wei (34973528100)","57991648500; 56378517500; 57209856649; 34973528100","IDE-Sanitizer: A Prompt-Injection Cryptographic Context Guard for IDE Copilots","2026","2026 International Conference on Smart Applications, Communications and Networking, SmartNets 2026","","","","","","0","10.1109/SmartNets69662.2026.11604974","https://www.scopus.com/pages/publications/105045830913?origin=resultslist","Towson University, Department of Computer and Information Sciences, 21252, MD, United States; Computer Science & Information Technology, Hood College, 21701, MD, United States","Nkoro E., Towson University, Department of Computer and Information Sciences, 21252, MD, United States; Liao W., Towson University, Department of Computer and Information Sciences, 21252, MD, United States; Qian C., Computer Science & Information Technology, Hood College, 21701, MD, United States; Yu W., Towson University, Department of Computer and Information Sciences, 21252, MD, United States","The integration of Large Language Models (LLMs) into Integrated Development Environments (IDEs) introduces a critical vulnerability to indirect Prompt Injection Attacks (PIAs). State-of-the-art coding models, such as Qwen-2.5-Coder, often embed malicious payloads within project configuration rules, resulting in alarmingly high Attack Success Rates (ASR) that compromise local developer environments. To mitigate this threat, this paper proposes IDE-Sanitizer, a preventive, dualmodel defense framework that establishes a zero-trust execution boundary. By combining an HMAC-SHA256 cryptographic state verifier with an air-gapped semantic gate (Llama-3-8B), IDESanitizer decouples intent classification from code generation, preventing attackers from overriding system guardrails. Extensive evaluations across diverse programming frameworks demonstrate that our approach achieves strong robustness, which reduces the ASR to near 0.0% against severe sabotage and exfiltration vectors, while maintaining a near 0.0% False Positive Rate (FPR) on benign workflows. Furthermore, by preemptively blocking malicious payloads before they reach the core generator, IDE-Sanitizer avoids computationally expensive inference loops, reducing average generation latency on adversarial inputs by 89.6%. Ultimately, this architecture offers a secure, efficient, and scalable solution for safeguarding LLM-assisted development cycles. © 2026 IEEE.","IDEs; Large Language Models; Prompt Injection Attacks","Codes (symbols); Computer systems programming; Cryptography; Network security; Codegeneration; Coding models; Configuration rules; CryptoGraphics; Integrated development environment; Language model; Large language model; Prompt injection attack; Sha-256; State-of-the-art coding; Integrodifferential equations","","","Institute of Electrical and Electronics Engineers Inc.","","979-833156420-9","","","English","Int. Conf. Smart Appl., Commun. Netw., SmartNets","Conference paper","Final","","Scopus","2-s2.0-105045830913"
"Mirfasihi P.; Kim A.; Ramesh H.; Dean J.; Akbarsharifi M.; Akbarsharifi R.; Encinas J.M.; Satam P.; Dass J.; Yasaei R.; Salehi S.","Mirfasihi, Parsa (60604556700); Kim, Arthur (60743785400); Ramesh, Hariharan (59969421400); Dean, Josh (60741878500); Akbarsharifi, Melika (59297931200); Akbarsharifi, Roxana (60178870300); Encinas, John Martin (60743785500); Satam, Pratik (56811649800); Dass, Jyotikrishna (57190817377); Yasaei, Rozhin (60520472400); Salehi, Soheil (56740448400)","60604556700; 60743785400; 59969421400; 60741878500; 59297931200; 60178870300; 60743785500; 56811649800; 57190817377; 60520472400; 56740448400","FedLLM4HW: Carbon-Aware Federated Triage of Hardware Weaknesses in LLM-Generated Verilog Code","2026","Proceedings of the 16th ACM International Green and Sustainable Computing Conference, IGSC 2026","","","","143","148","0","10.1145/3797248.3816055","https://www.scopus.com/pages/publications/105044992217?origin=resultslist","Electrical and Computer Engineering, University of Arizona, Tucson, AZ, United States; University of Arizona, Tucson, AZ, United States","Mirfasihi P., Electrical and Computer Engineering, University of Arizona, Tucson, AZ, United States; Kim A., University of Arizona, Tucson, AZ, United States; Ramesh H., University of Arizona, Tucson, AZ, United States; Dean J., University of Arizona, Tucson, AZ, United States; Akbarsharifi M., University of Arizona, Tucson, AZ, United States; Akbarsharifi R., University of Arizona, Tucson, AZ, United States; Encinas J.M., University of Arizona, Tucson, AZ, United States; Satam P., University of Arizona, Tucson, AZ, United States; Dass J., University of Arizona, Tucson, AZ, United States; Yasaei R., University of Arizona, Tucson, AZ, United States; Salehi S., Electrical and Computer Engineering, University of Arizona, Tucson, AZ, United States","Large language models (LLMs) are increasingly used to generate Register-Transfer Level (RTL) hardware, but functional correctness does not imply security. Weaknesses introduced during RTL generation can persist across the hardware lifecycle, making early security triage essential. Prior works focus on mining public corpora to discover hardware weakness trends, and enhancing the generation of RTL designs has been a growing research area. The challenge is the collection and analysis of proprietary AI-generated RTL across organizations, while also accounting for the energy and carbon cost of repeated LLM-assisted analysis. Thus, we present FedLLM4HW, a carbon-aware federated framework for MIHW/CWE-aligned triage of LLM-generated Verilog. Each client keeps RTL, prompts, metadata, weak labels, and embeddings local, while training only a lightweight multi-label prediction head over frozen RTL representations. The server aggregates sparse head updates using heterogeneity-aware optimization and schedules participation using utility, fairness, and estimated carbon cost. FedLLM4HW is a triage layer, not a vulnerability prover: it ranks likely weakness classes for downstream formal verification, simulation, and expert review. Its value is conditional on a small trainable state, sparse communication, bounded local LLM use, and carbon-aware participation. © 2026 Copyright held by the owner/author(s).","AI-generated Verilog; carbon-aware scheduling; CWE; federated learning; Hardware security; LLMs; RTL weakness triage","Artificial intelligence; Carbon; Computer aided software engineering; Computer hardware; Computer hardware description languages; Cost accounting; Cost benefit analysis; Formal verification; AI-generated verilog; Carbon costs; Carbon-aware scheduling; CWE; Functional correctness; Language model; Large language model; Register-transfer level; Register-transfer level weakness triage; Verilog code; Hardware security","","Chen F.; Zhou P.; Zand R.; Roohi A.; Hu J.; Yang X.","Association for Computing Machinery, Inc","","979-840072520-3","","","English","Proc. ACM Int. Green Sustain. Comput. Conf., IGSC","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044992217"
"Goyal D.; Gautam A.","Goyal, Deepti (58381344100); Gautam, Amita (60215888400)","58381344100; 60215888400","Introduction to LangChain Framework.","2025","Textual Intelligence Large Language Models and Their Real-World Applications.","","","","253","285","3","10.1002/9781394287499.ch11","https://www.scopus.com/pages/publications/105023248506?origin=resultslist","Satyug Darshan Institute of Engineering and Technology, Faridabad, India","Goyal D., Satyug Darshan Institute of Engineering and Technology, Faridabad, India; Gautam A., Satyug Darshan Institute of Engineering and Technology, Faridabad, India","A new open-source software library called LangChain has caught the attention of the AI community. LangChain provides solutions for the processes involved in developing a unique AI application using LLMs. It is an open-source framework that simplifies the creation of applications utilizing large language models (LLMs). The framework offers complete chains for popular applications, various tool integrations, and a consistent interface for chains. This empowers AI developers to construct applications that integrate external data sources and computation with large language models (LLMs) for example: GPT-4. Additionally, the framework includes a Python and JavaScript package. The Langchain Framework is a robust tool for creating chatbots, analyzing documents and code, enhancing data, and translating languages, among other functionalities. Its user interface is innate and well-documented, making it ideal for developers of each level of experience. Moreover, it accommodates multiple programming languages, enabling developers to work in their language of choice. The Langchain Framework offers AI developers a valuable resource with its extensive features and flexibility for harnessing the capabilities of large language models in their projects. Key concepts of the LangChain Framework include agents, chains, and components of models. There is a demand for expertise in software and web development, covering everything from coding to content management systems to web design. Additionally, other in-demand talents include cloud computing, AI and machine learning, DM (digital marketing), cybersecurity, data analysis, and project management. The framework consists of six modules, each of which lets you handle certain aspects of the relationship with the LLM named model, prompt, indexes, chains, memory, and agents. It has become a huge part of AI for developing innovative ideas and applications through AI. Large language models are a major development in artificial intelligence. Large language models are here to stay, despite opposing opinions and. local and regional restrictions. The underlying technology is essential to future advances. An extensive LLM was used to create ChatGPT, a generative artificial intelligence (AI) chatbot. Similar development procedures are being used to create various technologies. Here we describe the development of AI-enabled LLM applications, such as chatbots, and other applications that contribute to the tremendous rise of the new AI era. Many started to think about how this technology may be used to solve problems in industries such as research, education, customer service, entertainment, healthcare, and content creation. Working with an LLM made it possible to create AI applications much more quickly than they could have in the past. With an emphasis on LangChain, an open-source software library, this chapter focuses on using large language models (LLMs) via the LangChain Framework for the quick construction of applications. Due to their versatility and ability to perform a variety of jobs, including writing code, explaining concepts, writing essays, and debugging, LLMs have gained popularity quickly. Millions of users have used ChatGPT from OpenAI. The theory’s main focus is on LangChain, which is intended to speed up the creation of custom AI applications employing LLMs. © 2025 Scrivener Publishing LLC. All rights reserved.","AI; Chains; ChatGPT; LangChain; Large language models (LLM); Prompts","Artificial intelligence; Chatbots; Electronic commerce; High level languages; Information management; Learning systems; Marketing; Open source software; Open systems; Project management; Software design; User interfaces; Web Design; Chatbots; ChatGPT; Intelligence communities; Langchain; Language model; Large language model; Open source frameworks; Open-source softwares; Prompt; Software libraries; Chains","D. Goyal; Satyug Darshan Institute of Engineering and Technology, Faridabad, India; email: deepti.goyal12@gmail.com","","Taylor and Francis","","978-139428749-9; 978-139428746-8","","","English","Textual Intelligence Large Language Models and Their Real-World Applications.","Book chapter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105023248506"
"Guo Y.; Lang Y.; Ren Q.","Guo, Yipin (57284340600); Lang, Yilin (57811721700); Ren, Qinyuan (55332437900)","57284340600; 57811721700; 55332437900","GPTQT: Quantize Large Language Models Twice to Push the Efficiency","2024","Proceedings of the IEEE International Conference on Cybernetics and Intelligent Systems, CIS","","2024","","368","373","2","10.1109/CIS-RAM61939.2024.10672819","https://www.scopus.com/pages/publications/85208419152?origin=resultslist","Zhejiang University, College of Control Science and Engineering, Hangzhou, China","Guo Y., Zhejiang University, College of Control Science and Engineering, Hangzhou, China; Lang Y., Zhejiang University, College of Control Science and Engineering, Hangzhou, China; Ren Q., Zhejiang University, College of Control Science and Engineering, Hangzhou, China","Due to their large size, generative Large Language Models (LLMs) require significant computing and storage resources. This paper introduces a new post-training quantization method, GPTQT, to reduce memory usage and enhance processing speed by expressing the weight of LLM in 3bit/2bit. Practice has shown that minimizing the quantization error of weights is ineffective, leading to overfitting. Therefore, GPTQT employs a progressive two-step approach: initially quantizing weights using Linear quantization to a relatively high bit, followed by converting obtained int weight to lower bit binary coding. A re-explore strategy is proposed to optimize initial scaling factor. During inference, these steps are merged into pure binary coding, enabling efficient computation. Testing across various models and datasets confirms GPTQT's effectiveness. Compared to the strong 3-bit quantization baseline, GPTQT further reduces perplexity by 4.01 on opt-66B and increases speed by 1.24× on opt-30b. The results on Llama2 show that GPTQT is currently the best binary coding quantization method for such kind of LLMs. © 2024 IEEE.","Efficient AI; Large Language Models; Quantization","Binary coding; Computing resource; Efficient AI; Language model; Large language model; Memory usage; Processing speed; Quantisation; Quantization errors; Storage resources; Binary codes","Y. Guo; Zhejiang University, College of Control Science and Engineering, Hangzhou, China; email: guoyipin@zju.edu.cn","","Institute of Electrical and Electronics Engineers Inc.","23268123","","","","English","Proc. IEEE Int. Conf. Cybern. Intell. Syst., CIS","Conference paper","Final","","Scopus","2-s2.0-85208419152"
"Alizadeh N.; Belchev B.; Saurabh N.; Kelbert P.; Castor F.","Alizadeh, Negar (58912618300); Belchev, Boris (59487690300); Saurabh, Nishant (57188686819); Kelbert, Patricia (55606454500); Castor, Fernando (54945662000)","58912618300; 59487690300; 57188686819; 55606454500; 54945662000","Language Models in Software Development Tasks: An Experimental Analysis of Energy and Accuracy","2025","Proceedings - 2025 IEEE/ACM 22nd International Conference on Mining Software Repositories, MSR 2025","","","","725","736","9","10.1109/MSR66628.2025.00109","https://www.scopus.com/pages/publications/105009108673?origin=resultslist","Utrecht University, Utrecht, Netherlands; University of Twente, Enschede, Netherlands; Fraunhofer Iese, Kaiserslautern, Germany","Alizadeh N., Utrecht University, Utrecht, Netherlands; Belchev B., University of Twente, Enschede, Netherlands; Saurabh N., Utrecht University, Utrecht, Netherlands; Kelbert P., Fraunhofer Iese, Kaiserslautern, Germany; Castor F., University of Twente, Enschede, Netherlands","The use of generative AI-based coding assistants like ChatGPT and Github Copilot is a reality in contemporary software development. Many of these tools are provided as remote APIs. Using third-party APIs raises data privacy and security concerns for client companies, which motivates the use of locallydeployed language models. In this study, we explore the tradeoff between model accuracy and energy consumption, aiming to provide valuable insights to help developers make informed decisions when selecting a language model. We investigate the performance of 18 families of LLMs in typical software development tasks on two real-world infrastructures, a commodity GPU and a powerful AI-specific GPU. Given that deploying LLMs locally requires powerful infrastructure which might not be affordable for everyone, we consider both full-precision and quantized models. Our findings reveal that employing a big LLM with a higher energy budget does not always translate to significantly improved accuracy. Additionally, quantized versions of large models generally offer better efficiency and accuracy compared to full-precision versions of medium-sized ones. Apart from that, not a single model is suitable for all types of software development tasks.  © 2025 IEEE.","Coding Assistant; Energy Efficiency; LLMs; Model Quantization; Software Development; Trade-Offs","Application programming interfaces (API); Budget control; Computer programming; Data privacy; Economic and social effects; Program processors; Coding assistant; Data privacy and securities; Development tasks; Energy; Experimental analysis; Language model; LLM; Modeling quantizations; Third parties; Trade off; Software design","N. Alizadeh; Utrecht University, Utrecht, Netherlands; email: n.s.alizadeh@uu.nl","","Institute of Electrical and Electronics Engineers Inc.","","979-833150183-9","","","English","Proc. - IEEE/ACM Int. Conf. Min. Softw. Repos., MSR","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105009108673"
"","","","20th EAI International Conference on Collaborative Computing: Networking, Applications and Worksharing, CollaborateCom 2024","2026","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","626 LNICST","","","","","0","","https://www.scopus.com/pages/publications/105014127577?origin=resultslist","","","The proceedings contain 62 papers. The special focus in this conference is on Collaborative Computing: Networking, Applications and Worksharing. The topics include: Minimizing the Age of Knowledge in Application-Oriented Mobile Edge Computing System with DRL-Based Scheduling; dependency-Aware Task Offloading in Dynamic Network Environment with D2D Collaboration; Delay Minimization for Downlink PD-NOMA Transmission with Index Coding in Cache-Aided Wireless Networks; fast Adaptive Caching Algorithm for Mobile Edge Networks Based on Meta-reinforcement Learning; delay- and Cost-Aware Dynamic Service Migration in Collaborative Satellite Computing; towards Efficient Scheduling in Large Clusters Leveraging the Small-World Network Model; a Dynamic Prioritization Task Offloading Strategy with Delay Constraints; task Scheduling Strategy Among Multiple Local Mobile Clouds in Pervasive Edge Computing; a Task Scheduling Strategy Based on Computing-Aware and Multi-agent Collaborative Services in Pervasive Edge Computing; collaborative Vehicular Edge Cloud Computing Task Offloading Optimization Scheme Based on Deep Reinforcement Learning; NL-ATD: Spatio-Temporal Few-Shot Learning via Attention Transfer and Denoising Model; A GCN-Based DRL Approach for Task Migration and Resource Allocation in Heterogeneous Edge-Cloud Environments; a Multi-Document Summarization Method for Customer Feedback Based on Large Language Models; kaRe: Towards Flexible and Effective Machine Unlearning with Knowledge Alignment and Repair; SWGCNN-BiLSTM: A Method for Detecting Unknown Attack Traffic Within Imbalanced Samples; two-Stage Workflow Scheduling Based on Deep Reinforcement Learning; GRASP-SLAM: Gmapping-Augmented DRL for Active SLAM Using Policy Gradient; WiLDID: Low-Collaboration WiFi-Based Person Identification Via a Lightweight Deep Neural Network; dialogue Summarization by Integrating Structural Features and Improving Factual Consistency Through Post-editing; transAware: An Automatic Parallel Method for Deep Learning Model Training with Global Model Structure Awareness; a Reliability Enhancement Scheme for Distributed Cloud Service Systems Based on Deep Reinforcement Learning; contrastive Learning-Based Finger-Vein Recognition Using Frequency-Mixup Augmentation and Time-Frequency Feature Fusion.","","","","Gao H.; Wang X.","Springer Science and Business Media Deutschland GmbH","18678211","978-303193256-4","","","English","Lect. Notes Inst. Comput. Sci. Soc. Informatics Telecommun. Eng.","Conference review","Final","","Scopus","2-s2.0-105014127577"
"Ding Y.; Peng J.; Min M.J.; Kaiser G.; Yang J.; Ray B.","Ding, Yangruibo (57221142654); Peng, Jinjun (58727761600); Min, Marcus J. (58679568800); Kaiser, Gail (7202982863); Yang, Junfeng (36676080800); Ray, Baishakhi (24492560400)","57221142654; 58727761600; 58679568800; 7202982863; 36676080800; 24492560400","SEMCODER: Training Code Language Models with Comprehensive Semantics Reasoning","2024","Advances in Neural Information Processing Systems","37","","","","","16","","https://www.scopus.com/pages/publications/105000518551?origin=resultslist","Columbia University, United States","Ding Y., Columbia University, United States; Peng J., Columbia University, United States; Min M.J., Columbia University, United States; Kaiser G., Columbia University, United States; Yang J., Columbia University, United States; Ray B., Columbia University, United States","Code Large Language Models (Code LLMs) have excelled at tasks like code completion but often miss deeper semantics such as execution effects and dynamic states. This paper aims to bridge the gap between Code LLMs' reliance on static text data and the need for semantic understanding for complex tasks like debugging and program repair. We introduce a novel strategy, monologue reasoning, to train Code LLMs to reason comprehensive semantics, encompassing high-level functional descriptions, local execution effects of individual statements, and overall input/output behavior, thereby linking static code text with dynamic execution states. We begin by collecting PYX, a clean Python corpus of fully executable code samples with functional descriptions and test cases. We propose training Code LLMs not only to write code but also to understand code semantics by reasoning about key properties, constraints, and execution behaviors using natural language, mimicking human verbal debugging, i.e., rubber-duck debugging. This approach led to the development of SEMCODER, a Code LLM with only 6.7B parameters, which shows competitive performance with GPT-3.5-turbo on code generation and execution reasoning tasks. SEMCODER achieves 79.3% on HumanEval (GPT-3.5-turbo: 76.8%), 63.6% on CRUXEval-I (GPT-3.5-turbo: 50.3%), and 63.9% on CRUXEval-O (GPT-3.5turbo: 59.0%). We also study the effectiveness of SEMCODER's monologue-style execution reasoning compared to concrete scratchpad reasoning, showing that our approach integrates semantics from multiple dimensions more smoothly. Finally, we demonstrate the potential of applying learned semantics to improve Code LLMs' debugging and self-refining capabilities. Our data, code, and models are available at: https://github.com/ARiSE-Lab/SemCoder. © 2024 Neural information processing systems foundation. All rights reserved.","","Behavioral research; Codes (symbols); Computational linguistics; Computer debugging; Computer software; Functional programming; High level languages; Natural language processing systems; Python; Semantics; Text processing; Code completions; Code languages; Complex task; Functionals; Language model; Novel strategies; Semantic reasoning; Semantics understanding; Text data; Training codes; Program debugging","","Globerson A.; Mackey L.; Belgrave D.; Fan A.; Paquet U.; Tomczak J.; Zhang C.","Neural information processing systems foundation","10495258","","","","English","Adv. neural inf. proces. syst.","Conference paper","Final","","Scopus","2-s2.0-105000518551"
"Nyamsuren E.","Nyamsuren, Enkhbold (24833533100)","24833533100","Evaluating quantized Large Language Models for code generation on low-resource language benchmarks","2025","Journal of Computer Languages","84","","101351","","","6","10.1016/j.cola.2025.101351","https://www.scopus.com/pages/publications/105012300922?origin=resultslist","School of Computer Science and IT, University College Cork, Cork, T12 XF62, Ireland","Nyamsuren E., School of Computer Science and IT, University College Cork, Cork, T12 XF62, Ireland","Democratization of AI, which is making AI accessible and usable for everyone, is an important topic with the broader topic of the digital divide. This issue is especially relevant to Large Language Models (LLM) that are becoming increasingly popular as AI co-pilots but suffer from a lack of accessibility due to high computational demand. In this study, we evaluate whether LLM quantization is a viable approach toward enabling LLMs on generic consumer devices. The study assesses the performance of five quantized code LLMs in Lua and Python code generation tasks. All code LLMs had approximately 7 billion parameters and were deployed on a generic CPU-only consumer laptop. To evaluate the impact of quantization, the models were tested at 2-, 4-, and 8-bit integer precisions. Pass@1 and pass@10 evaluations were done at variable temperatures and token sampling rates. Along with tasks such as question answering, text summarization, and text generation, programming tasks are one of the popular applications of AI co-pilots. Furthermore, code generation is a high-precision task, which makes it a suitable benchmark to evaluate and compare quantized models for everyday use by individuals. Lua is chosen as a low-resource language to avoid models’ biases related to high-resource languages. Performance in Lua is contrasted against performance in Python, which was chosen as a high-resource language. The results suggest that the models quantized at the 4-bit integer precision offer the best trade-off between performance and model size. These models can be comfortably deployed on an average laptop without a dedicated GPU. The findings suggest that lower quantization precision adversely affects more the performance in low-resource languages than in high-resource languages. But it also hinted that the quantization to an integer precision from the full precision affects more the performance in high-resource language. The quantized models at 8-bit integer precision require more inference that does not effectively translate to better performance. While quantization indeed increases the accessibility of smaller LLMs with 7 billion parameters, these LLMs demonstrate overall low performance (less than 50%) on high-precision and low-resource tasks such as Lua code generation. While accessibility is improved, usability is still not at a practical level of foundational LLMs such as GPT-4o or Llama 3.1 with 405 billion parameters. Additionally, in the most failed instances, the models excel at generating code that is free of syntax errors but fails at unit tests or has runtime issues. This means that any generated code requires extensive testing that may negate any potential efficiency boost delivered by these smaller coding models. © 2025 Elsevier Ltd","AI democratization; Code generation; Large Language Model; Lua; Python; Quantization","Automatic programming; Benchmarking; Codes (symbols); High level languages; Integer programming; Laptop computers; Program processors; Python; Text processing; AI democratization; Bit integers; Codegeneration; High-precision; Language model; Large language model; Low resource languages; Lua; Performance; Quantisation; Economic and social effects","","","Elsevier Ltd","26659182","","","","English","J. Com. Lan.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105012300922"
